country,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000-2012_ha,tc_loss_ha_2001,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018,tc_loss_ha_2019,tc_loss_ha_2020,tc_loss_ha_2021,tc_loss_ha_2022,tc_loss_ha_2023,tc_loss_ha_2024
Greece,50,13257898,2960585,2680015,71539,10933,4473,2205,5906,3587,6319,40865,18974,5858,6735,5285,10747,3709,2950,3030,4571,6292,5219,5862,4125,40163,7699,35931,9719
Greece,75,13257898,2115703,1658730,71539,7848,3322,1545,4266,2624,4508,30238,14736,4380,4617,3886,7855,1954,2029,2124,2938,3545,3260,3867,2727,26031,5129,23502,6364
Guadeloupe,0,165027,165027,165027,1509,344,56,84,208,246,68,173,150,124,146,76,417,282,302,92,88,86,119,91,67,92,50,58,44
Guadeloupe,10,165027,100979,105300,1509,328,52,78,196,230,63,161,138,120,131,74,306,183,212,74,72,63,103,74,55,71,42,39,32
Guadeloupe,15,165027,98527,104714,1509,327,52,78,194,228,62,160,137,119,130,74,302,179,208,73,72,62,103,73,54,69,41,38,31
Guadeloupe,20,165027,97254,104264,1509,324,51,77,193,226,62,159,137,119,128,74,301,176,205,72,71,62,102,72,53,69,41,37,29
Guadeloupe,25,165027,96125,103838,1509,323,51,77,193,225,62,159,136,119,128,74,298,173,202,72,70,61,101,71,53,68,41,37,29
Guadeloupe,30,165027,94757,101680,1509,320,51,77,192,223,62,158,135,118,127,74,295,170,198,71,70,61,101,70,52,67,41,36,28
Guadeloupe,50,165027,90174,91790,1509,308,48,72,182,208,60,152,127,115,119,71,272,156,181,69,67,59,96,67,49,64,39,33,26
Guadeloupe,75,165027,81785,80500,1509,257,38,62,150,161,52,130,104,99,96,65,215,129,146,63,60,53,82,58,43,56,33,27,20
Guatemala,0,10914403,10914403,10914403,291023,54606,56493,99862,57393,102097,53507,127840,78187,87812,60246,41194,85308,56981,65469,57427,184510,84135,75932,95664,103254,53766,50224,77637,148249
Guatemala,10,10914403,8271284,7450524,291023,53884,55999,98982,56849,101395,52904,127101,77540,87338,59850,40787,84561,55725,62765,55101,180505,81309,72788,92021,99983,51041,47596,73086,143877
Guatemala,15,10914403,8105792,7358547,291023,53780,55919,98821,56757,101270,52823,126965,77447,87259,59790,40730,84444,55586,62550,54887,179971,80895,72347,91560,99594,50732,47274,72578,143362
Guatemala,20,10914403,7947161,7310847,291023,53617,55813,98628,56656,101126,52723,126806,77354,87167,59702,40672,84310,55430,62324,54671,179453,80505,71904,91095,99219,50422,46958,72059,142878
Guatemala,25,10914403,7820595,7165305,291023,53507,55728,98461,56569,100996,52646,126674,77273,87094,59638,40617,84197,55317,62133,54499,179081,80236,71602,90783,98961,50215,46727,71694,142534
Guatemala,30,10914403,7691097,7032007,291023,53314,55608,98214,56441,100813,52522,126476,77147,86979,59533,40533,84027,55178,61884,54234,178533,79800,71129,90262,98562,49899,46374,71099,141999
Guatemala,50,10914403,6949441,6217528,291023,50536,53481,92542,54256,97012,50489,122792,75067,85026,58006,39490,81906,53996,60056,52328,174458,76772,67918,86862,95890,47796,44099,67465,138556
Guatemala,75,10914403,5754034,5329175,291023,42910,46543,71875,47065,81036,44245,106747,67123,77274,52948,36748,74206,49152,52774,45543,155832,65395,57056,74958,85756,41027,37158,56476,127580
Guinea,0,24481608,24481608,24481608,272657,25019,38029,12131,30233,25252,22809,55081,38676,40816,45630,46118,37961,210156,191822,228432,303329,360868,299782,313290,275161,263899,219753,279523,277794
Guinea,10,24481608,22567097,21944920,272657,24956,37881,12060,30028,25053,22766,54844,38476,40604,45061,45982,37857,209592,191411,228149,302998,360214,299165,312562,274738,263464,219096,278197,275945
Guinea,15,24481608,19376714,19060279,272657,23693,36066,11242,26576,22277,21597,48921,32935,35460,32916,42769,36614,206612,188491,226398,299881,353121,291797,305099,270266,259074,213246,269425,265801
Guinea,20,24481608,12426849,12795733,272657,21110,32459,10026,21170,18128,18584,39649,25573,28146,19871,35132,30785,181979,165927,203392,268844,299489,241870,254783,230972,220326,174065,213123,206905
Guinea,25,24481608,11347594,11632139,272657,20529,31660,9862,20186,17344,17757,38265,24466,26959,18782,33329,29307,175549,159963,196184,259928,286592,230054,242972,220879,210246,165122,200931,194074
Guinea,30,24481608,8159635,8023662,272657,18571,28933,9229,17158,14582,15306,33822,21481,23388,16045,27638,24486,146185,132717,161820,216012,231588,182895,193690,178407,167377,130215,154122,146802
Guinea,50,24481608,2155939,2409504,272657,10425,17868,5276,6921,5463,6968,16530,8674,10008,6662,9367,10202,43281,41958,46852,66685,71082,49098,55445,56411,44812,38928,39860,41467
Guinea,75,24481608,182016,264462,272657,1943,2953,847,993,748,875,2255,1107,1403,800,875,938,898,768,896,1435,1547,839,1002,1147,721,860,623,861
Guinea-Bissau,0,3388190,3388190,3388190,43268,3279,7455,1373,5812,6832,3582,9704,4127,11847,6701,6090,7358,40588,18992,19980,26517,26926,23246,27436,26313,21162,16132,18311,16804
Guinea-Bissau,10,3388190,2909270,2909523,43268,3265,7418,1361,5799,6789,3562,9679,4123,11830,6691,6079,7329,40450,18927,19898,26443,26819,23130,27343,26164,21104,16058,18183,16687
Guinea-Bissau,15,3388190,2693545,2627267,43268,3185,7245,1299,5692,6068,3327,9293,4092,11651,6603,6040,7113,40099,18809,19797,26286,26578,22993,27155,26068,20971,15950,18053,16541
Guinea-Bissau,20,3388190,1677849,1752299,43268,2810,6605,1086,4411,4502,2400,7243,3697,9429,5631,5071,4807,30583,16252,17075,21890,22244,19282,21899,22514,17570,13092,15382,13188
Guinea-Bissau,25,3388190,1503924,1576567,43268,2742,6500,1077,4195,4381,2310,7009,3602,9049,5410,4881,4385,27742,15470,16050,20496,20846,18117,20400,21336,16663,12312,14511,12213
Guinea-Bissau,30,3388190,1069852,1126590,43268,2363,6073,1021,3540,3929,2019,6044,3249,7964,4900,4284,3512,20704,12859,12660,16120,16438,14394,15623,17107,13685,9781,11480,9302
Guinea-Bissau,50,3388190,314211,203571,43268,703,2901,496,1266,1624,855,2002,1441,3506,2749,2085,1615,7818,5728,5202,6643,6694,6034,6105,7547,5939,4275,4375,3563
Guinea-Bissau,75,3388190,3469,4924,43268,45,172,23,94,67,61,85,82,184,185,94,11,28,22,13,21,19,24,18,50,29,22,25,16
Guyana,0,20974406,20974406,20974406,30501,10099,4865,7446,4085,5864,5958,5266,9489,8312,10147,8412,13265,7490,12775,13274,26927,19693,11962,22812,16160,9723,10714,30409,110492
Guyana,10,20974406,19068846,19145589,30501,10059,4840,7427,4070,5843,5941,5254,9469,8281,10117,8376,13133,7151,12242,13121,26585,19478,11789,22394,15815,9558,10589,28124,107857
Guyana,15,20974406,19051735,19133407,30501,10054,4837,7425,4069,5840,5939,5252,9468,8276,10114,8374,13128,7145,12224,13114,26569,19466,11785,22376,15806,9553,10584,28065,107750
Guyana,20,20974406,19030643,19114130,30501,10048,4833,7423,4066,5837,5937,5252,9465,8272,10109,8369,13123,7135,12203,13104,26550,19455,11777,22357,15791,9549,10578,28012,107618
Guyana,25,20974406,19010121,19091179,30501,10045,4831,7420,4065,5834,5935,5250,9463,8270,10104,8366,13118,7124,12165,13093,26528,19442,11770,22340,15780,9545,10572,27926,107495
Guyana,30,20974406,18996038,19052062,30501,10039,4827,7418,4062,5832,5933,5250,9460,8266,10099,8363,13113,7118,12154,13084,26513,19433,11761,22324,15770,9538,10563,27882,107335
Guyana,50,20974406,18900472,18825323,30501,9966,4784,7366,4034,5796,5890,5221,9415,8207,10012,8317,13029,7070,12050,13013,26361,19361,11705,22159,15690,9502,10523,27597,106161
Guyana,75,20974406,18768621,18548999,30501,9803,4709,7205,3960,5701,5773,5132,9297,8069,9852,8228,12854,6992,11885,12874,26033,19192,11589,21735,15524,9432,10446,27172,103828
Haiti,0,2710755,2710755,2710755,13832,2670,2296,1149,2607,2212,1343,2284,2379,2682,2253,2773,4986,4483,5097,3961,18495,6174,4777,5186,4544,2912,2276,3251,3051
Haiti,10,2710755,1073322,905904,13832,2559,2193,1106,2472,2099,1206,2165,2266,2539,2149,2640,4416,3446,4144,3311,17720,5736,4343,4646,4053,2579,2015,2804,2636
Haiti,15,2710755,1010108,882445,13832,2544,2179,1097,2455,2089,1194,2149,2252,2521,2137,2624,4384,3373,4063,3259,17594,5680,4283,4577,3990,2534,1976,2736,2585
Haiti,20,2710755,950113,861326,13832,2513,2155,1085,2427,2067,1183,2121,2228,2500,2118,2600,4344,3301,3992,3201,17475,5614,4231,4504,3923,2489,1924,2669,2524
Haiti,25,2710755,907107,830335,13832,2492,2141,1079,2406,2052,1174,2101,2210,2486,2103,2586,4312,3252,3936,3159,17388,5565,4195,4464,3877,2457,1892,2621,2482
Haiti,30,2710755,858467,792454,13832,2468,2120,1070,2383,2033,1163,2078,2192,2465,2085,2564,4274,3181,3858,3088,17268,5499,4131,4396,3802,2414,1844,2555,2417
Haiti,50,2710755,657384,561845,13832,2012,1757,915,1958,1739,996,1696,1857,2120,1759,2222,3783,2803,3426,2690,16554,5084,3812,4035,3384,2135,1561,2172,2040
Haiti,75,2710755,433474,340577,13832,1276,1073,606,1214,1199,696,1096,1199,1434,1167,1472,2654,2049,2451,1850,14809,4137,3084,3140,2505,1609,1068,1519,1402
Honduras,0,11229008,11229008,11229008,137965,43307,32139,34484,26989,41436,42726,43218,44737,52218,46784,53253,33163,45730,60742,53264,196675,120202,80965,87666,98461,75401,60387,89627,79323
Honduras,10,11229008,8440324,8025294,137965,42762,31787,33996,26667,40847,42076,42730,43831,51794,46408,52897,32596,44330,58572,51385,192110,115947,77766,83367,95104,71047,58267,85937,76219
Honduras,15,11229008,8254450,7934833,137965,42686,31738,33934,26624,40774,41988,42668,43723,51731,46352,52837,32532,44161,58265,51093,191272,115266,77295,82819,94648,70592,58005,85490,75877
Honduras,20,11229008,8047240,7861267,137965,42570,31656,33821,26563,40669,41865,42578,43582,51654,46257,52748,32450,43959,57955,50763,190249,114585,76874,82265,94229,70097,57753,85079,75531
Honduras,25,11229008,7883587,7705824,137965,42488,31605,33743,26522,40591,41768,42509,43466,51594,46185,52678,32385,43792,57719,50511,189250,114016,76582,81845,93960,69813,57559,84781,75269
Honduras,30,11229008,7740497,7554779,137965,42381,31529,33626,26457,40471,41632,42413,43299,51515,46085,52571,32307,43633,57484,50243,188441,113474,76254,81416,93648,69498,57343,84448,74952
Honduras,50,11229008,6696609,6478969,137965,40267,29957,31462,25161,38399,38988,40447,40401,49840,44334,50852,31241,42044,55137,47229,177418,107672,73051,77392,90844,67035,55356,81630,72737
Honduras,75,11229008,5266745,5333561,137965,34530,25780,26379,21734,33630,33299,35061,34745,45449,39885,45821,28305,37694,49427,40118,147503,92768,65115,68518,83149,61406,50734,75250,67974
Hungary,0,9303964,9303964,9303964,207305,7586,7773,5774,12100,10514,8110,9518,9160,10180,11367,8337,12410,9723,17176,11803,16186,16254,16176,16898,14333,17163,18740,24773,16753
Hungary,10,9303964,2220982,2216809,207305,7550,7736,5745,12038,10444,8035,9420,9006,10110,11296,8264,12057,9159,15610,10943,14415,14495,14234,14802,12346,14196,15343,20409,13302
Hungary,15,9303964,2150538,2093691,207305,7539,7727,5739,12029,10433,8020,9399,8968,10098,11280,8247,12020,9113,15502,10895,14332,14414,14140,14717,12275,14102,15215,20247,13169
Hungary,20,9303964,2112007,2078052,207305,7534,7720,5733,12017,10419,8006,9382,8935,10086,11269,8237,11999,9076,15422,10860,14260,14340,14057,14643,12206,14015,15109,20106,13063
Hungary,25,9303964,2063398,2039677,207305,7525,7711,5728,12007,10408,7996,9369,8918,10076,11263,8228,11963,9022,15304,10805,14156,14246,13953,14538,12117,13894,14974,19931,12923
Hungary,30,9303964,1989596,1991274,207305,7522,7707,5726,12002,10403,7991,9360,8911,10070,11258,8224,11920,8948,15135,10719,14018,14116,13809,14401,12016,13756,14807,19704,12740
Hungary,50,9303964,1797294,1721496,207305,7397,7573,5650,11845,10238,7840,9163,8626,9919,11118,8103,11638,8492,14231,10219,13230,13333,12998,13637,11407,12999,13926,18584,11822
Hungary,75,9303964,1426606,1141621,207305,6858,6973,5254,11096,9447,7201,8351,7746,9143,10296,7408,10596,6928,11491,8379,10524,10837,10490,11171,9437,10560,11366,15251,9290
Iceland,0,10222383,10222383,10222383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,10,10222383,0,818092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,15,10222383,0,608519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,20,10222383,0,574116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,25,10222383,0,499456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,30,10222383,0,424691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,50,10222383,0,175959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,75,10222383,0,38555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,0,297835739,297835739,297835739,1781312,60456,51974,47993,73450,62581,68585,75876,87992,82818,52442,98605,108221,109246,176882,142428,219386,239059,183495,168205,187544,168007,155801,240321,202903
India,10,297835739,42557274,37109758,1781312,58358,49435,45397,69045,58483,63492,70491,81833,77331,48988,88662,93661,83145,143621,117631,177258,193979,139031,127502,143400,135664,124595,154597,140224
India,15,297835739,38580561,32908979,1781312,57846,48858,44858,68055,57703,62603,69460,80674,76142,48375,86631,91658,80668,139828,114956,172919,188820,134316,123461,139018,132215,121039,148474,135510
India,20,297835739,37367904,32328843,1781312,57593,48547,44577,67597,57311,62143,68945,80071,75568,48052,85787,90662,79323,137933,113667,170721,186537,132137,121641,137037,130682,119405,145766,133318
India,25,297835739,35451733,31153563,1781312,57033,48059,44052,66767,56710,61364,68122,79106,74629,47669,84262,89399,78038,136075,112421,168628,184382,129979,119892,135111,129233,117814,142879,131043
India,30,297835739,32620759,28594312,1781312,56793,47839,43831,66412,56419,61012,67732,78641,74155,47441,83415,88011,75407,132072,109677,164150,179261,125295,115904,130854,125753,114223,136713,126044
India,50,297835739,24786693,18810593,1781312,52810,43425,39486,59468,50571,54005,60097,70106,66373,43118,71169,76669,65144,115294,98230,145646,159639,108303,101388,114859,112831,100605,117271,109623
India,75,297835739,12167801,9570248,1781312,40440,31378,28023,42433,35761,37348,39111,46933,44641,30433,43937,50955,35887,61179,57178,83840,90765,56142,53809,61341,64436,53392,60170,59037
Indonesia,0,189023580,189023580,189023580,4882129,754493,864967,549192,1303371,1196069,1451759,1413144,1416133,1960371,1288133,1560847,2305401,1222777,2048022,1877558,2598728,1449330,1363600,1336078,1071763,953795,1002528,1668216,1313570
Indonesia,10,189023580,165098316,162773867,4882129,748273,859052,546507,1294313,1186612,1439370,1393368,1400818,1950150,1281784,1548627,2271470,1153807,1924737,1773455,2459863,1332280,1247353,1206947,983067,862486,908032,1446292,1156289
Indonesia,15,189023580,163637406,160771740,4882129,747167,858053,546051,1292851,1185300,1437455,1391657,1399501,1948603,1281100,1547109,2268369,1149677,1916082,1765678,2448893,1322838,1238703,1197866,976622,856105,901045,1430518,1145087
Indonesia,20,189023580,162782346,160094433,4882129,745905,856857,545515,1291214,1184184,1435661,1389886,1398126,1947132,1280365,1545741,2264782,1145714,1908152,1758826,2439830,1315087,1231524,1190438,971213,850662,895303,1418069,1136263
Indonesia,25,189023580,161883065,158970716,4882129,745097,856082,545180,1290158,1183366,1434492,1388958,1397336,1946200,1279940,1544824,2262948,1143339,1903169,1754546,2433599,1310033,1226970,1185512,967736,847352,891665,1409594,1130499
Indonesia,30,189023580,160640822,157792890,4882129,744084,855270,544811,1289035,1182436,1433147,1387620,1396247,1944958,1279328,1543627,2260258,1139300,1894359,1746464,2422065,1300719,1218733,1176884,961585,841390,885237,1395285,1120264
Indonesia,50,189023580,155062982,150794419,4882129,734816,845675,540482,1274917,1170924,1414753,1371552,1381806,1927444,1271070,1530073,2234680,1113901,1840271,1697192,2351377,1249676,1172039,1127529,927802,810565,851369,1319917,1067046
Indonesia,75,189023580,140897241,136932396,4882129,691828,792393,512879,1195225,1105170,1313631,1280668,1292283,1814226,1212249,1454724,2101033,1000149,1612981,1480164,2041150,1061130,996390,949736,795617,691287,723312,1072054,882591
Iran,0,162174334,162174334,162174334,49762,423,675,415,425,244,220,219,478,268,288,310,505,313,184,0,10,181,78,172,36,34,120,387,485
Iran,10,162174334,1999536,1540209,49762,348,582,344,299,182,156,144,386,199,213,245,422,92,93,0,3,124,69,151,23,23,103,154,82
Iran,15,162174334,1894535,1466056,49762,339,573,337,291,179,149,139,381,196,207,243,417,86,89,0,2,120,69,149,23,22,102,150,79
Iran,20,162174334,1851258,1452131,49762,337,567,332,284,176,146,136,378,194,203,241,414,83,85,0,2,119,68,147,22,22,100,145,75
Iran,25,162174334,1800730,1404933,49762,334,562,329,279,175,143,133,376,192,199,240,410,77,83,0,2,116,68,146,21,22,97,141,72
Iran,30,162174334,1731669,1370814,49762,332,557,326,275,173,141,132,373,192,196,239,407,73,78,0,2,110,68,144,20,21,95,137,67
Iran,50,162174334,1545484,973603,49762,292,483,279,224,140,111,107,327,169,156,215,364,49,51,0,2,86,65,135,18,17,77,102,49
Iran,75,162174334,999615,267362,49762,203,254,157,107,62,46,50,166,94,77,115,171,19,14,0,1,18,51,94,7,4,12,12,13
Iraq,0,43645439,43645439,43645439,9456,31,35,46,14,20,19,27,40,34,24,23,51,148,35,2,5,1,0,0,0,0,0,34,17
Iraq,10,43645439,38467,43524,9456,17,19,22,5,6,7,12,20,20,14,4,10,4,3,0,1,1,0,0,0,0,0,7,4
Iraq,15,43645439,29516,39151,9456,16,15,21,5,6,7,11,19,18,14,4,10,3,3,0,0,1,0,0,0,0,0,7,3
Iraq,20,43645439,25196,38538,9456,16,11,20,4,5,6,10,18,16,14,4,10,3,2,0,0,1,0,0,0,0,0,5,3
Iraq,25,43645439,20023,28161,9456,16,11,20,4,5,6,10,18,16,13,4,10,3,2,0,0,1,0,0,0,0,0,4,2
Iraq,30,43645439,17505,27447,9456,16,11,19,4,5,6,10,18,16,13,4,10,3,1,0,0,1,0,0,0,0,0,3,2
Iraq,50,43645439,6659,18091,9456,13,6,15,3,3,4,7,14,9,10,3,6,2,1,0,0,0,0,0,0,0,0,2,1
Iraq,75,43645439,818,4158,9456,10,3,11,1,1,2,3,2,3,5,1,2,0,0,0,0,0,0,0,0,0,0,2,1
Ireland,0,7026606,7026606,7026606,284209,9899,5520,2316,7152,8357,5356,12487,7203,7356,4039,3221,6012,5789,6366,4937,10817,7207,9600,12674,7463,10620,8316,8816,9905
Ireland,10,7026606,1101983,2000283,284209,9712,5370,2301,7002,8201,5288,11952,7025,7280,3943,3132,5888,4931,5844,4592,9697,6352,8631,10810,6455,9164,7070,7213,7746
Ireland,15,7026606,954118,1802979,284209,9631,5333,2287,6931,8152,5265,11817,6972,7251,3897,3119,5855,4877,5815,4571,9617,6296,8572,10700,6398,9079,7011,7130,7648
Ireland,20,7026606,901743,1749783,284209,9612,5322,2285,6912,8134,5259,11774,6953,7246,3885,3114,5849,4862,5804,4562,9594,6280,8558,10657,6381,9046,6985,7097,7609
Ireland,25,7026606,871713,1614847,284209,9596,5312,2278,6897,8116,5253,11736,6939,7239,3870,3106,5836,4800,5738,4501,9449,6168,8416,10455,6252,8837,6800,6918,7396
Ireland,30,7026606,838579,1495681,284209,9553,5300,2270,6869,8094,5248,11688,6924,7224,3851,3101,5828,4778,5720,4485,9390,6126,8382,10353,6213,8779,6754,6858,7332
Ireland,50,7026606,636927,997984,284209,8913,5043,2183,6475,7764,5110,10862,6592,7059,3625,3009,5667,4543,5505,4290,8816,5718,7904,9534,5770,8060,6123,6116,6502
Ireland,75,7026606,289094,446251,284209,6712,3990,1902,5243,6454,4431,8681,5480,6294,3066,2646,4975,3175,4041,3095,5955,3830,5345,6066,3743,5085,3644,3584,3639
Italy,0,30073303,30073303,30073303,189376,10754,11651,4113,18948,11879,10098,12727,16575,15948,16540,12258,23422,20504,25557,18991,32990,47241,45808,66596,33805,36229,36614,54531,40562
Italy,10,30073303,10447876,10335327,189376,10118,11145,3751,17719,11179,9284,11898,15582,15109,16008,11661,22020,16571,20919,15094,26337,37145,40252,60882,29152,29753,30016,46548,34472
Italy,15,30073303,10151458,9907632,189376,10014,11060,3701,17515,11070,9135,11788,15403,15002,15927,11590,21874,16393,20716,14902,26036,36554,39932,60602,28952,29469,29720,46178,34178
Italy,20,30073303,9988356,9838391,189376,9966,11013,3675,17407,11006,9061,11719,15317,14926,15879,11546,21777,16197,20520,14713,25727,35966,39665,60370,28760,29189,29456,45859,33907
Italy,25,30073303,9701201,9680206,189376,9909,10964,3642,17294,10932,8976,11635,15204,14841,15831,11487,21621,15880,20220,14422,25291,35128,39295,60061,28533,28803,29108,45408,33526
Italy,30,30073303,9317986,9436182,189376,9870,10932,3613,17223,10894,8902,11591,15149,14791,15804,11446,21487,15522,19831,14125,24718,34091,38839,59703,28245,28263,28676,44862,33082
Italy,50,30073303,8381457,8158692,189376,9069,10195,3187,15932,9989,7955,10775,14097,13862,15249,10862,20263,13987,18335,12922,22674,30219,36526,57729,26901,26067,26746,42711,31359
Italy,75,30073303,6479335,5926880,189376,7221,8502,2304,12833,7713,5950,8714,11230,11336,13468,9332,17665,10521,14809,10441,18338,22937,29997,49741,22672,20998,21878,36126,26060
Japan,0,37240283,37240283,37240283,221004,24635,26632,20038,38142,36934,39724,46281,41495,41479,36314,36473,46782,24393,29760,32324,57600,49439,52142,52972,49576,49825,55492,52881,55873
Japan,10,37240283,27277218,27044769,221004,24158,26291,19843,37557,36552,39180,45772,41014,41059,35885,36100,45946,23426,28430,31355,55475,47992,50854,51706,48355,48747,54169,51024,54283
